dft_action,event_pair_key,system_id,formula,natoms,nsubs,nvacs,split,event_type,event_family,story_role,site_a,site_b,foundation_endpoint_label,finetuned_endpoint_label,transition_label,foundation_neb_status,finetuned_neb_status,foundation_ready_for_neb,finetuned_ready_for_neb,both_models_ready_for_neb,both_models_status_usable,foundation_forward_barrier_eV,finetuned_forward_barrier_eV,foundation_reverse_barrier_eV,finetuned_reverse_barrier_eV,strict_abs_forward_barrier_delta_eV,strict_abs_reverse_barrier_delta_eV,foundation_path_shape,finetuned_path_shape,foundation_notes,finetuned_notes,selection_score,score_story_weight,score_cost_penalty,selection_reason,finetuned_source_init_data,finetuned_source_final_relaxed_data,score_transition_severity,score_readiness_bonus,score_barrier_disagreement_term,score_kinetics_term,rank_within_action,rank_within_action_event_type,recommended_priority_tier
final_relax_only,P_P137N1_8d9efecc-9986-4799-a3a6-17f1cb926346__97__61,P_P137N1_8d9efecc-9986-4799-a3a6-17f1cb926346,P137N1,144,1,6,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,97,61,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.79,1.0,0.21,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,195,72,extended
final_relax_only,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792__42__78,P_P137N2_4120326e-e6e5-44e8-8fde-ce97713d0792,P137N2,144,2,5,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,42,78,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.79,1.0,0.21,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,196,73,extended
final_relax_only,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df__9__111,P_P137N4_06c3f239-33bb-44df-8e03-5bd0614c77df,P137N4,144,4,3,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,9,111,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.79,1.0,0.21,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,197,74,extended
final_relax_only,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__86__56,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,P134N2,144,2,8,test,AC_hop,far_AC,far-from-N armchair baseline,86,56,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,198,97,extended
final_relax_only,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__125__17,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,P134N2,144,2,8,test,AC_hop,far_AC,far-from-N armchair baseline,125,17,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,199,98,extended
final_relax_only,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__0__108,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,P134N3,144,3,7,test,AC_hop,far_AC,far-from-N armchair baseline,0,108,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,200,99,extended
final_relax_only,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__32__140,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,P134N3,144,3,7,test,AC_hop,far_AC,far-from-N armchair baseline,32,140,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,201,100,extended
final_relax_only,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__1__109,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,P134N3,144,3,7,test,AC_hop,far_AC,far-from-N armchair baseline,1,109,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,202,101,extended
final_relax_only,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__12__120,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,P134N3,144,3,7,test,AC_hop,far_AC,far-from-N armchair baseline,12,120,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,203,102,extended
final_relax_only,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__79__49,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,P134N3,144,3,7,test,AC_hop,far_AC,far-from-N armchair baseline,79,49,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,204,103,extended
final_relax_only,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__96__137,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,P134N3,144,3,7,test,AC_hop,far_AC,far-from-N armchair baseline,96,137,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,205,104,extended
final_relax_only,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526__138__103,P_P134N3_dda7d839-bc4d-48cb-a66f-1ba5db069526,P134N3,144,3,7,test,AC_hop,far_AC,far-from-N armchair baseline,138,103,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,206,105,extended
final_relax_only,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__8__116,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,P134N4,144,4,6,test,AC_hop,far_AC,far-from-N armchair baseline,8,116,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,207,106,extended
final_relax_only,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce__61__91,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce,P134N4,144,4,6,test,AC_hop,far_AC,far-from-N armchair baseline,61,91,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,208,107,extended
final_relax_only,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce__128__20,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce,P134N4,144,4,6,test,AC_hop,far_AC,far-from-N armchair baseline,128,20,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,209,108,extended
final_relax_only,P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346__129__21,P_P134N5_2fb2dac9-625b-4a58-8d71-1ab73a779346,P134N5,144,5,5,test,AC_hop,far_AC,far-from-N armchair baseline,129,21,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,210,109,extended
final_relax_only,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__43__79,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,P134N2,144,2,8,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,43,79,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,211,75,extended
final_relax_only,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__2__140,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,P134N3,144,3,7,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,2,140,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,212,76,extended
final_relax_only,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__32__134,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,P134N3,144,3,7,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,32,134,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,213,77,extended
final_relax_only,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__21__123,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,P134N3,144,3,7,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,21,123,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,214,78,extended
final_relax_only,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2__69__105,P_P134N4_6e5f359b-6e75-4487-8517-24b248721bf2,P134N4,144,4,6,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,69,105,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,215,79,extended
final_relax_only,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce__45__81,P_P134N4_767a10da-c92d-4725-90de-c0a8f0de82ce,P134N4,144,4,6,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,45,81,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,216,80,extended
final_relax_only,P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba__117__15,P_P134N7_618fa7fd-b549-4eda-a5a2-2091f6fae7ba,P134N7,144,7,3,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,117,15,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,217,81,extended
final_relax_only,P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee__103__67,P_P134N7_e6d8503d-2d3e-4f27-a8a3-d4c9252f50ee,P134N7,144,7,3,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,103,67,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,218,82,extended
final_relax_only,P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692__24__126,P_P134N8_1940fe06-4315-4639-b6ea-12f7b20b6692,P134N8,144,8,2,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,24,126,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.7,1.0,0.3,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,219,83,extended
final_relax_only,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb__139__104,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,139,104,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,220,110,extended
final_relax_only,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb__140__32,P_P130N5_215544be-bf9c-449d-8483-f0a975ef4feb,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,140,32,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,221,111,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__4__40,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,4,40,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,222,112,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__63__93,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,63,93,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,223,113,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__111__76,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,111,76,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,224,114,extended
final_relax_only,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d__134__26,P_P130N5_73b92a80-edba-4628-aa33-53087cf4717d,P130N5,144,5,9,test,AC_hop,far_AC,far-from-N armchair baseline,134,26,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,225,115,extended
final_relax_only,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__96__137,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,96,137,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,226,116,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__40__4,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,40,4,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,227,117,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__51__81,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,51,81,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,228,118,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__76__111,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,76,111,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,229,119,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__82__52,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,AC_hop,far_AC,far-from-N armchair baseline,82,52,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,230,120,extended
final_relax_only,P_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988__141__33,P_P130N7_e236b37e-ec6c-4beb-a178-c706965a3988,P130N7,144,7,7,test,AC_hop,far_AC,far-from-N armchair baseline,141,33,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,231,121,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__34__136,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,34,136,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,232,84,extended
final_relax_only,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39__132__30,P_P130N5_2d2edeb9-0215-4da6-873c-d39a5a44fe39,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,132,30,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,233,85,extended
final_relax_only,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d__22__124,P_P130N5_8b8b7b1a-f34c-489d-88eb-451613270b3d,P130N5,144,5,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,22,124,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,234,86,extended
final_relax_only,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef__142__4,P_P130N6_ad4e8262-bfb5-49be-8679-a28ee4287eef,P130N6,144,6,8,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,142,4,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,235,87,extended
final_relax_only,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2__104__68,P_P130N6_ee74078f-bc7a-4330-a46a-c9964d4dabd2,P130N6,144,6,8,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,104,68,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,236,88,extended
final_relax_only,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe__104__68,P_P130N7_2dd91df6-6100-4305-adb3-79179704cffe,P130N7,144,7,7,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,104,68,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.58,1.0,0.42,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,237,89,extended
final_relax_only,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62__3__39,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,3,39,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,238,122,extended
final_relax_only,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62__118__83,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,118,83,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,239,123,extended
final_relax_only,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62__120__12,P_P126N9_72625443-b1e7-46d4-ae25-d5d00e84ff62,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,120,12,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,240,124,extended
final_relax_only,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__9__117,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,9,117,other_basin,same_basin,other_basin -> same_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,241,125,extended
final_relax_only,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__76__46,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,76,46,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,242,126,extended
final_relax_only,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__60__24,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,60,24,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,243,127,extended
final_relax_only,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__65__95,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,65,95,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,244,128,extended
final_relax_only,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170__34__142,P_P126N9_ecb3b163-ce50-404d-9fcf-cb7eeacaa170,P126N9,144,9,9,test,AC_hop,far_AC,far-from-N armchair baseline,34,142,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,245,129,extended
final_relax_only,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4__70__106,P_P126N9_99e52c62-7004-4c8b-8dc2-23541285b4c4,P126N9,144,9,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,70,106,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,246,90,extended
final_relax_only,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf__60__96,P_P126N9_e0754269-d136-48fc-b413-c67e15d0c3cf,P126N9,144,9,9,test,ZZ_hop,far_ZZ,far-from-N zigzag baseline,60,96,same_basin,other_basin,same_basin -> other_basin,missing,missing,False,False,False,False,,,,,,,,,,,23.46,1.0,0.54,Foundation and finetuned disagree on final basin identity; use DFT final-state relaxation first to adjudicate endpoint/topology before spending full NEB cost.,,,2.0,0.0,,,247,91,extended
