event_pair_key,system_id,split,event_type,event_family,family_aczz,is_near_dopant,is_far_from_dopant,is_escaping,is_non_escaping,vac_site_144,neighbor_site_144,site_a,site_b,foundation_endpoint_label,finetuned_endpoint_label,transition_label,endpoint_is_disagree,foundation_ready_for_neb,finetuned_ready_for_neb,both_models_ready_for_neb,foundation_neb_present,finetuned_neb_present,foundation_neb_status,finetuned_neb_status,foundation_usable_complete,finetuned_usable_complete,both_models_usable_complete,foundation_status_is_usable,finetuned_status_is_usable,both_models_status_usable,both_models_log_neb_parseable,foundation_forward_barrier_eV,finetuned_forward_barrier_eV,foundation_reverse_barrier_eV,finetuned_reverse_barrier_eV,forward_barrier_delta_ft_minus_foundation_eV,reverse_barrier_delta_ft_minus_foundation_eV,abs_forward_barrier_delta_eV,abs_reverse_barrier_delta_eV,strict_forward_barrier_delta_ft_minus_foundation_eV,strict_reverse_barrier_delta_ft_minus_foundation_eV,strict_abs_forward_barrier_delta_eV,strict_abs_reverse_barrier_delta_eV,foundation_path_shape,finetuned_path_shape,foundation_final_step,finetuned_final_step,foundation_final_max_replica_force_eVA,finetuned_final_max_replica_force_eVA,foundation_notes,finetuned_notes
P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2__70__106,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,70,106,70,106,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2__115__7,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,test,trap_escape,escape,non_ACZZ,True,False,True,False,115,7,115,7,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,452.18031,0.25455644,452.1747,0.66101849,-451.92575356000003,-451.51368150999997,451.92575356000003,451.51368150999997,,,,,interior_saddle,interior_saddle,2075,1546,1287.8916,0.019850681,final_force_above_ftol; barrier_extremely_large; segfault,
P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2__115__13,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,test,trap_escape,escape,non_ACZZ,True,False,True,False,115,13,115,13,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2__120__12,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,test,AC_hop,far_AC,AC,False,True,False,True,120,12,120,12,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.27963191,202.9367,0.53606858,203.14634,202.65706809,202.61027142,202.65706809,202.61027142,,,,,interior_saddle,interior_saddle,314,3174,0.01934351,768.71663,,final_force_above_ftol; barrier_extremely_large; segfault
P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2__120__18,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,120,18,120,18,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2__120__85,P_P130N9_743bf692-dea8-42fa-913e-e86dff2ca8a2,test,AC_hop,far_AC,AC,False,True,False,True,120,85,120,85,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.0084949519,0.33842619,0.056586025,0.90796511,0.3299312381,0.851379085,0.3299312381,0.851379085,0.3299312381,0.851379085,0.3299312381,0.851379085,interior_saddle,interior_saddle,1609,397,0.019998865,0.019648797,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__34__70,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,34,70,34,70,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.50258655,0.41604997,0.54348637,0.26694903,-0.08653657999999997,-0.27653734,0.08653657999999997,0.27653734,-0.08653657999999997,-0.27653734,0.08653657999999997,0.27653734,interior_saddle,interior_saddle,226,98,0.01983005,0.019218862,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__34__136,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,34,136,34,136,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__34__142,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,34,142,34,142,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,failed,True,True,True,False,False,False,True,112.4951,0.51545196,112.24905,7.2673174e-09,-111.97964804,-112.24904999273268,111.97964804,112.24904999273268,,,,,interior_saddle,interior_saddle,1355,3893,660.03378,26282.124,final_force_above_ftol; barrier_extremely_large; segfault,final_force_above_ftol; segfault
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__43__7,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,43,7,43,7,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.19030738,0.050888665,1.1169661,0.84911195,-0.139418715,-0.26785415,0.139418715,0.26785415,-0.139418715,-0.26785415,0.139418715,0.26785415,interior_saddle,interior_saddle,225,197,0.019215966,0.019985404,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__43__73,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,43,73,43,73,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__43__79,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,43,79,43,79,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__60__24,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,60,24,60,24,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.29900257,944.08847,0.18015905,943.85159,943.7894674300001,943.67143095,943.7894674300001,943.67143095,,,,,interior_saddle,interior_saddle,101,2155,0.019592897,1342.926,,final_force_above_ftol; barrier_extremely_large; segfault
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__60__90,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,60,90,60,90,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__60__96,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,60,96,60,96,different_basin,same_basin,different_basin -> same_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__71__35,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,71,35,71,35,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__71__101,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,71,101,71,101,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.27847847,0.11653448,0.0,0.10407736,-0.16194398999999998,0.10407736,0.16194398999999998,0.10407736,-0.16194398999999998,0.10407736,0.16194398999999998,0.10407736,final_endpoint_highest,interior_saddle,774,1623,0.017497597,0.019035363,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__71__107,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,71,107,71,107,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__72__36,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,72,36,72,36,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,59.285406,0.0,59.360917,0.47638768,-59.285406,-58.88452932,59.285406,58.88452932,,,,,interior_saddle,initial_endpoint_highest,2044,180,136.89877,0.019167955,final_force_above_ftol; barrier_extremely_large; segfault,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__72__42,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,nearN_hop,near_dopant,non_ACZZ,True,False,False,True,72,42,72,42,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.14321649,0.0,4.1305912e-06,0.18629419,-0.14321649,0.1862900594088,0.14321649,0.1862900594088,-0.14321649,0.1862900594088,0.14321649,0.1862900594088,interior_saddle,initial_endpoint_highest,4858,375,0.019983192,0.019838045,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__72__113,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,72,113,72,113,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,959.15294,0.47685421,959.20121,0.38878262,-958.6760857899999,-958.8124273799999,958.6760857899999,958.8124273799999,,,,,interior_saddle,interior_saddle,2046,249,2028.577,0.019849926,final_force_above_ftol; barrier_extremely_large; segfault,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__74__38,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,74,38,74,38,different_basin,same_basin,different_basin -> same_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__74__44,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,74,44,74,44,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__74__109,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,74,109,74,109,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.190301,0.50940055,1.1169598,0.014586016,0.31909954999999995,-1.102373784,0.31909954999999995,1.102373784,0.31909954999999995,-1.102373784,0.31909954999999995,1.102373784,interior_saddle,interior_saddle,213,115,0.01900455,0.019970998,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__86__50,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,86,50,86,50,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__86__56,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,86,56,86,56,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__86__121,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,86,121,86,121,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.0,705.18477,0.072781105,705.43874,705.18477,705.3659588950001,705.18477,705.3659588950001,,,,,initial_endpoint_highest,interior_saddle,279,1689,0.019998494,1359.0082,,final_force_above_ftol; barrier_extremely_large; segfault
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__125__17,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,125,17,125,17,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__125__23,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,125,23,125,23,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.19484586,0.0,0.0,2.5813929,-0.19484586,2.5813929,0.19484586,2.5813929,-0.19484586,2.5813929,0.19484586,2.5813929,final_endpoint_highest,initial_endpoint_highest,5768,2429,0.019928134,0.019205931,,
P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c__125__84,P_P134N2_7d818b15-98d7-46a0-8001-037c616cfa2c,test,AC_hop,far_AC,AC,False,True,False,True,125,84,125,84,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__0__36,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,0,36,0,36,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.2295043,0.34323723,0.21222328,0.35766269,0.11373293000000001,0.14543941000000002,0.11373293000000001,0.14543941000000002,0.11373293000000001,0.14543941000000002,0.11373293000000001,0.14543941000000002,interior_saddle,interior_saddle,188,183,0.01975031,0.019995229,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__0__108,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,0,108,0,108,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__0__138,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,0,138,0,138,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.21889831,0.0052217109,0.16934174,0.00055464034,-0.2136765991,-0.16878709966,0.2136765991,0.16878709966,-0.2136765991,-0.16878709966,0.2136765991,0.16878709966,interior_saddle,interior_saddle,803,1265,0.018551108,0.019317323,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__2__38,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,2,38,2,38,different_basin,same_basin,different_basin -> same_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__2__140,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,2,140,2,140,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__21__57,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,21,57,21,57,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.0,0.0,0.12150386,0.39498649,0.0,0.27348263,0.0,0.27348263,,,,,initial_endpoint_highest,initial_endpoint_highest,6000,403,0.046054233,0.019988173,final_force_above_ftol,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__21__123,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,21,123,21,123,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__21__129,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,21,129,21,129,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__26__62,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,trap_escape,escape,non_ACZZ,True,False,True,False,26,62,26,62,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__26__134,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,trap_escape,escape,non_ACZZ,True,False,True,False,26,134,26,134,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__32__68,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,32,68,32,68,other_basin,other_basin,other_basin -> other_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__32__134,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,32,134,32,134,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__32__140,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,32,140,32,140,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__51__15,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,51,15,51,15,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,23.988836,0.0,24.933458,0.36077296,-23.988836,-24.572685040000003,23.988836,24.572685040000003,,,,,interior_saddle,initial_endpoint_highest,2607,2283,177.43449,0.01990325,final_force_above_ftol; barrier_extremely_large; segfault,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__51__81,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,51,81,51,81,same_basin,different_basin,same_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__51__87,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,51,87,51,87,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,suspicious,usable,True,True,True,False,True,False,True,0.0,0.0,0.35576454,0.34361238,0.0,-0.012152160000000023,0.0,0.012152160000000023,,,,,initial_endpoint_highest,initial_endpoint_highest,6000,332,0.035206562,0.018800619,final_force_above_ftol,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__110__8,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,110,8,110,8,same_basin,same_basin,same_basin -> same_basin,False,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a__110__75,P_P134N3_0bbe3973-1534-431a-8cd6-f17dd0ee3b7a,test,AC_hop,far_AC,AC,False,True,False,True,110,75,110,75,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__1__37,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,1,37,1,37,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__1__109,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,1,109,1,109,other_basin,same_basin,other_basin -> same_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__1__139,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,1,139,1,139,different_basin,other_basin,different_basin -> other_basin,True,True,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__12__48,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,12,48,12,48,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,1.012239,42.282147,0.0060070488,41.714161,41.269908,41.708153951199996,41.269908,41.708153951199996,,,,,interior_saddle,interior_saddle,950,1448,0.019577051,78.239487,,final_force_above_ftol; barrier_extremely_large; segfault
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__12__114,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,12,114,12,114,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,failed,usable,True,True,True,False,True,False,True,199.9429,0.81541965,199.007,0.0013670662,-199.12748035,-199.0056329338,199.12748035,199.0056329338,,,,,interior_saddle,interior_saddle,842,2323,878.56997,0.019629548,final_force_above_ftol; barrier_extremely_large; segfault,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__12__120,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,12,120,12,120,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__21__57,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,21,57,21,57,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,failed,True,True,True,True,False,False,True,0.35250415,5.8458678,0.10109128,5.8566182,5.49336365,5.755526919999999,5.49336365,5.755526919999999,,,,,interior_saddle,interior_saddle,1339,688,0.019938767,296.51155,,final_force_above_ftol; segfault
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__21__123,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,21,123,21,123,same_basin,other_basin,same_basin -> other_basin,True,False,False,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__21__129,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,21,129,21,129,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.33275447,0.54355412,1.143924,1.383845,0.21079965,0.23992100000000005,0.21079965,0.23992100000000005,0.21079965,0.23992100000000005,0.21079965,0.23992100000000005,interior_saddle,interior_saddle,170,263,0.018071649,0.019462213,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__41__5,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,41,5,41,5,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__41__77,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,ZZ_hop,far_ZZ,ZZ,False,True,False,True,41,77,41,77,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,suspicious,True,True,True,True,False,False,True,0.14968278,0.39152295,0.14674539,0.25571411,0.24184017,0.10896871999999999,0.24184017,0.10896871999999999,,,,,interior_saddle,interior_saddle,717,3678,0.019753243,0.071400282,,final_force_above_ftol
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__41__107,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,41,107,41,107,different_basin,different_basin,different_basin -> different_basin,False,True,True,True,True,True,usable,usable,True,True,True,True,True,True,True,0.1658885,0.10970886,0.18962432,0.052664554,-0.05617963999999999,-0.136959766,0.05617963999999999,0.136959766,-0.05617963999999999,-0.136959766,0.05617963999999999,0.136959766,interior_saddle,interior_saddle,101,1718,0.018538827,0.019993474,,
P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04__54__18,P_P134N3_bdc16de1-0e53-494f-a5e7-3c84bce2ac04,test,AC_hop,far_AC,AC,False,True,False,True,54,18,54,18,other_basin,different_basin,other_basin -> different_basin,True,False,True,False,False,False,missing,missing,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,
